INSERT INTO `Exercise_Log` (`Account_No`,`Reps`,`Sets`,`Time`,`Exercise_ID`) VALUES
    (1300,12,1,"2018-01-10 19:40:42",39),
    (1237,10,1,"2018-01-12 18:34:57",19),
    (1400,8,1,"2018-01-12 18:34:57",19),
    (1238,8,1,"2018-01-12 18:34:57",19),
    (1300,3,1,"2018-01-12 18:34:57",48),
    (1391,5,1,"2018-01-12 18:34:57",48),
    (1298,5,1,"2018-01-12 18:34:57",48),
    (1238,5,1,"2018-01-12 18:34:57",48),
    (1239,5,1,"2018-01-12 18:34:57",48),
    (1238,4,1,"2018-01-12 18:34:57",48),
    (1238,6,1,"2018-01-12 18:34:57",65),
    (1400,5,1,"2018-01-12 18:34:57",65),
    (1239,12,1,"2018-01-12 18:34:57",28),
    (1400,10,1,"2018-01-12 18:34:57",28),
    (1400,3,1,"2018-01-13 11:03:55",4),
    (1300,3,1,"2018-01-13 11:03:55",4),
    (1298,3,1,"2018-01-13 11:03:55",4),
    (1238,3,1,"2018-01-13 11:03:55",4),
    (1391,3,1,"2018-01-13 11:03:55",4),
    (1300,4,1,"2018-01-13 11:03:55",4),
    (1238,4,1,"2018-01-13 11:03:55",4),
    (1400,4,1,"2018-01-13 11:03:55",4),
    (1298,5,1,"2018-01-13 11:03:55",4),
    (1239,3,1,"2018-01-13 11:03:55",36),
    (1239,3,1,"2018-01-13 11:03:55",36),
    (1400,3,1,"2018-01-13 11:03:55",36),
    (1239,8,1,"2018-01-13 11:03:55",67),
    (1237,8,1,"2018-01-13 11:03:55",67),
    (1391,8,1,"2018-01-13 11:03:55",67),
    (1300,8,1,"2018-01-13 11:03:55",67),
    (1400,8,1,"2018-01-13 11:03:55",67),
    (1237,8,1,"2018-01-13 11:03:55",67),
    (1298,6,1,"2018-01-13 11:03:55",55),
    (1239,6,1,"2018-01-13 11:03:55",55),
    (1298,8,1,"2018-01-13 11:03:55",55),
    (1391,8,1,"2018-01-13 11:03:55",55),
    (1238,8,1,"2018-01-14 14:21:26",10),
    (1298,9,1,"2018-01-14 14:21:26",10),
    (1239,9,1,"2018-01-14 14:21:26",10),
    (1298,9,1,"2018-01-14 14:21:26",10),
    (1298,8,1,"2018-01-14 14:21:26",10),
    (1239,12,1,"2018-01-14 14:21:26",43),
    (1391,10,1,"2018-01-14 14:21:26",43),
    (1298,10,1,"2018-01-14 14:21:26",43),
    (1391,12,1,"2018-01-14 14:21:26",68),
    (1300,10,1,"2018-01-14 14:21:26",68),
    (1238,10,1,"2018-01-14 14:21:26",31),
    (1237,10,1,"2018-01-14 14:21:26",31),
    (1239,10,1,"2018-01-14 14:21:26",31),
    (1400,8,1,"2018-01-14 14:21:26",56),
    (1298,8,1,"2018-01-14 14:21:26",56),
    (1391,6,1,"2018-01-14 14:21:26",72),
    (1238,5,1,"2018-01-14 14:21:26",72),
    (1391,5,1,"2018-01-14 14:21:26",72),
    (1300,5,1,"2018-01-14 14:21:26",72),
    (1300,5,1,"2018-01-14 14:21:26",72),
    (1298,5,1,"2018-01-14 14:21:26",72),
    (1391,10,1,"2018-01-14 14:21:26",25),
    (1238,10,1,"2018-01-14 14:21:26",25),
    (1298,5,1,"2018-01-16 18:57:35",1),
    (1298,5,1,"2018-01-16 18:57:35",1),
    (1391,5,1,"2018-01-16 18:57:35",1),
    (1239,5,1,"2018-01-16 18:57:35",1),
    (1298,7,1,"2018-01-16 18:57:35",1),
    (1300,2,1,"2018-01-16 18:57:35",1),
    (1238,12,1,"2018-01-16 18:57:35",28),
    (8765,12,1,"2018-01-16 18:57:35",28),
    (1237,12,1,"2018-01-16 18:57:35",28),
    (1300,8,1,"2018-01-16 18:57:35",2),
    (1239,8,1,"2018-01-16 18:57:35",2),
    (1298,10,1,"2018-01-16 18:57:35",2),
    (1298,10,1,"2018-01-16 18:57:35",2),
    (1239,12,1,"2018-01-16 18:57:35",24),
    (1239,12,1,"2018-01-16 18:57:35",24),
    (1300,15,1,"2018-01-16 18:57:35",24),
    (1239,15,1,"2018-01-16 18:57:35",24),
    (1298,13,1,"2018-01-16 18:57:35",60),
    (1391,13,1,"2018-01-16 18:57:35",60),
    (1238,13,1,"2018-01-16 18:57:35",60),
    (1239,3,1,"2018-01-18 20:35:10",4),
    (1237,5,1,"2018-01-18 20:35:10",4),
    (1238,5,1,"2018-01-18 20:35:10",4),
    (1238,5,1,"2018-01-18 20:35:10",4),
    (1300,5,1,"2018-01-18 20:35:10",4),
    (1238,5,1,"2018-01-18 20:35:10",4),
    (1391,6,1,"2018-01-18 20:35:10",55),
    (1238,6,1,"2018-01-18 20:35:10",55),
    (1238,6,1,"2018-01-18 20:35:10",55),
    (1239,8,1,"2018-01-18 20:35:10",67),
    (1391,6,1,"2018-01-18 20:35:10",67),
    (1239,8,1,"2018-01-18 20:35:10",67),
    (1298,8,1,"2018-01-18 20:35:10",67),
    (1391,8,1,"2018-01-18 20:35:10",67),
    (1238,8,1,"2018-01-19 18:15:31",10),
    (1298,6,1,"2018-01-19 18:15:31",10),
    (1300,6,1,"2018-01-19 18:15:31",10),
    (1391,6,1,"2018-01-19 18:15:31",10),
    (1200,6,1,"2018-01-19 18:15:31",10),
    (1391,7,1,"2018-01-19 18:15:31",10),
    (1298,12,1,"2018-01-19 18:15:31",43),
    (1298,12,1,"2018-01-19 18:15:31",43),
    (1237,12,1,"2018-01-19 18:15:31",43),
    (1400,9,1,"2018-01-19 18:15:31",68),
    (1298,11,1,"2018-01-19 18:15:31",68),
    (1300,12,1,"2018-01-19 18:15:31",71),
    (1238,12,1,"2018-01-19 18:15:31",71),
    (1239,12,1,"2018-01-19 18:15:31",71),
    (1298,13,1,"2018-01-19 18:15:31",60),
    (1300,13,1,"2018-01-19 18:15:31",60),
    (1401,6,1,"2018-01-20 14:33:57",19),
    (1238,5,1,"2018-01-20 14:33:57",19),
    (1298,5,1,"2018-01-20 14:33:57",19),
    (1401,5,1,"2018-01-20 14:33:57",19),
    (1300,5,1,"2018-01-20 14:33:57",19),
    (1391,3,1,"2018-01-20 14:33:57",48),
    (1298,5,1,"2018-01-20 14:33:57",48),
    (1400,5,1,"2018-01-20 14:33:57",48),
    (1391,6,1,"2018-01-20 14:33:57",48),
    (1298,3,1,"2018-01-20 14:33:57",48),
    (1400,4,1,"2018-01-20 14:33:57",65),
    (1391,4,1,"2018-01-20 14:33:57",65),
    (1239,5,1,"2018-01-20 14:33:57",65),
    (1400,12,1,"2018-01-20 14:33:57",24),
    (1298,13,1,"2018-01-20 14:33:57",24),
    (1400,14,1,"2018-01-20 14:33:57",24),
    (1298,12,1,"2018-01-20 14:33:57",28),
    (1238,12,1,"2018-01-20 14:33:57",28),
    (1237,12,1,"2018-01-20 14:33:57",28),
    (1238,3,1,"2018-01-21 20:53:34",4),
    (1391,3,1,"2018-01-21 20:53:34",4),
    (1238,3,1,"2018-01-21 20:53:34",4),
    (1300,3,1,"2018-01-21 20:53:34",4),
    (1300,3,1,"2018-01-21 20:53:34",4),
    (1391,3,1,"2018-01-21 20:53:34",4),
    (1237,3,1,"2018-01-21 20:53:34",4),
    (1697,5,1,"2018-01-21 20:53:34",72),
    (1391,5,1,"2018-01-21 20:53:34",72),
    (1298,5,1,"2018-01-21 20:53:34",72),
    (1300,5,1,"2018-01-21 20:53:34",72),
    (1238,5,1,"2018-01-21 20:53:34",72),
    (1238,15,1,"2018-01-21 20:53:34",5),
    (1391,12,1,"2018-01-21 20:53:34",5),
    (1237,10,1,"2018-01-21 20:53:34",5),
    (1298,10,1,"2018-01-21 20:53:34",5),
    (1239,12,1,"2018-01-21 20:53:34",32),
    (1298,10,1,"2018-01-21 20:53:34",32),
    (1300,8,1,"2018-01-22 20:49:44",10),
    (1298,8,1,"2018-01-22 20:49:44",10),
    (1697,9,1,"2018-01-22 20:49:44",10),
    (1300,5,1,"2018-01-22 20:49:44",10),
    (1300,10,1,"2018-01-22 20:49:44",12),
    (1200,10,1,"2018-01-22 20:49:44",12),
    (1391,10,1,"2018-01-22 20:49:44",12),
    (1300,8,1,"2018-01-22 20:49:44",10),
    (1239,8,1,"2018-01-22 20:49:44",10),
    (1391,9,1,"2018-01-22 20:49:44",10),
    (1239,5,1,"2018-01-22 20:49:44",10),
    (1401,10,1,"2018-01-22 20:49:44",12),
    (1298,10,1,"2018-01-22 20:49:44",12),
    (1237,10,1,"2018-01-22 20:49:44",12),
    (1298,5,1,"2018-01-24 08:26:21",1),
    (1239,5,1,"2018-01-24 08:26:21",1),
    (1235,5,1,"2018-01-24 08:26:21",1),
    (1400,5,1,"2018-01-24 08:26:21",1),
    (1391,6,1,"2018-01-24 08:26:21",1),
    (1239,3,1,"2018-01-24 08:26:21",1),
    (1298,7,1,"2018-01-24 08:26:21",66),
    (1239,12,1,"2018-01-24 08:26:21",28),
    (1235,11,1,"2018-01-24 08:26:21",28),
    (1300,12,1,"2018-01-24 08:26:21",28),
    (1300,10,1,"2018-01-24 08:26:21",46),
    (1239,12,1,"2018-01-24 08:26:21",24),
    (1238,12,1,"2018-01-24 08:26:21",24),
    (1391,3,1,"2018-01-25 19:48:11",4),
    (1391,3,1,"2018-01-25 19:48:11",4),
    (1298,3,1,"2018-01-25 19:48:11",4),
    (1298,5,1,"2018-01-25 19:48:11",4),
    (1298,5,1,"2018-01-25 19:48:11",4),
    (1238,5,1,"2018-01-25 19:48:11",4),
    (1400,5,1,"2018-01-25 19:48:11",4),
    (1400,5,1,"2018-01-25 19:48:11",4),
    (1239,13,1,"2018-01-25 19:48:11",20),
    (1239,13,1,"2018-01-25 19:48:11",20),
    (1300,12,1,"2018-01-25 19:48:11",20),
    (1239,8,1,"2018-01-25 19:48:11",55),
    (1391,8,1,"2018-01-25 19:48:11",55),
    (1298,8,1,"2018-01-25 19:48:11",55),
    (1391,10,1,"2018-01-25 19:48:11",67),
    (1298,8,1,"2018-01-25 19:48:11",67),
    (1298,8,1,"2018-01-25 19:48:11",67),
    (1391,10,1,"2018-01-25 19:48:11",67),
    (1391,9,1,"2018-01-25 19:48:11",67),
    (1237,15,1,"2018-01-25 19:48:11",73),
    (1300,15,1,"2018-01-25 19:48:11",73),
    (1200,15,1,"2018-01-25 19:48:11",73),
    (1239,5,1,"2018-01-26 19:31:59",10),
    (1238,5,1,"2018-01-26 19:31:59",10),
    (1298,6,1,"2018-01-26 19:31:59",10),
    (1391,7,1,"2018-01-26 19:31:59",10),
    (1239,7,1,"2018-01-26 19:31:59",10),
    (1298,10,1,"2018-01-26 19:31:59",43),
    (1238,10,1,"2018-01-26 19:31:59",43),
    (1300,10,1,"2018-01-26 19:31:59",43),
    (1298,12,1,"2018-01-26 19:31:59",43),
    (1239,12,1,"2018-01-26 19:31:59",43),
    (1298,10,1,"2018-01-26 19:31:59",68),
    (1237,5,1,"2018-01-26 19:31:59",69),
    (1298,5,1,"2018-01-26 19:31:59",70),
    (1239,5,1,"2018-01-26 19:31:59",70),
    (1238,10,1,"2018-01-26 19:31:59",56),
    (1400,6,1,"2018-01-26 19:31:59",56),
    (1239,8,1,"2018-01-26 19:31:59",26),
    (1238,8,1,"2018-01-26 19:31:59",26),
    (123,3,1,"2018-01-28 14:38:08",19),
    (1235,5,1,"2018-01-28 14:38:08",19),
    (1391,5,1,"2018-01-28 14:38:08",19),
    (1300,5,1,"2018-01-28 14:38:08",19),
    (1400,5,1,"2018-01-28 14:38:08",19),
    (1235,3,1,"2018-01-28 14:38:08",48),
    (1238,3,1,"2018-01-28 14:38:08",48),
    (1238,5,1,"2018-01-28 14:38:08",48),
    (1300,5,1,"2018-01-28 14:38:08",48),
    (1300,5,1,"2018-01-28 14:38:08",48),
    (1300,12,1,"2018-01-28 14:38:08",29),
    (1400,12,1,"2018-01-28 14:38:08",29),
    (1300,12,1,"2018-01-28 14:38:08",24),
    (1235,13,1,"2018-01-28 14:38:08",24),
    (1300,13,1,"2018-01-28 14:38:08",24),
    (1300,5,1,"2018-01-28 14:38:08",74),
    (1239,5,1,"2018-01-28 14:38:08",74),
    (1298,5,1,"2018-01-28 14:38:08",74),
    (1401,2,1,"2018-01-29 19:04:45",4),
    (1300,3,1,"2018-01-29 19:04:45",4),
    (1237,4,1,"2018-01-29 19:04:45",4),
    (1239,4,1,"2018-01-29 19:04:45",4),
    (1391,4,1,"2018-01-29 19:04:45",4),
    (1239,5,1,"2018-01-29 19:04:45",36),
    (1237,3,1,"2018-01-29 19:04:45",36),
    (1300,3,1,"2018-01-29 19:04:45",36),
    (1200,3,1,"2018-01-29 19:04:45",36),
    (1237,8,1,"2018-01-29 19:04:45",55),
    (1298,8,1,"2018-01-29 19:04:45",55),
    (1300,8,1,"2018-01-29 19:04:45",55),
    (1300,6,1,"2018-01-29 19:04:45",50),
    (1237,12,1,"2018-01-29 19:04:45",5),
    (1697,12,1,"2018-01-29 19:04:45",5),
    (1300,12,1,"2018-01-29 19:04:45",5),
    (1238,12,1,"2018-01-29 19:04:45",5),
    (1391,11,1,"2018-01-30 16:50:10",10),
    (1239,10,1,"2018-01-30 16:50:10",10),
    (1239,10,1,"2018-01-30 16:50:10",10),
    (1238,10,1,"2018-01-30 16:50:10",10),
    (1298,10,1,"2018-01-30 16:50:10",10),
    (1200,9,1,"2018-01-30 16:50:10",43),
    (1300,11,1,"2018-01-30 16:50:10",43),
    (1238,11,1,"2018-01-30 16:50:10",43),
    (1391,11,1,"2018-01-30 16:50:10",68),
    (1298,12,1,"2018-01-30 16:50:10",68),
    (1239,11,1,"2018-01-30 16:50:10",68),
    (1300,12,1,"2018-01-30 16:50:10",60),
    (1298,12,1,"2018-01-30 16:50:10",60),
    (1238,12,1,"2018-01-30 16:50:10",60),
    (1238,12,1,"2018-01-30 16:50:10",60),
    (1238,8,1,"2018-01-30 16:50:10",56),
    (1697,8,1,"2018-01-30 16:50:10",26),
    (1391,8,1,"2018-01-30 16:50:10",26),
    (1300,12,1,"2018-01-30 16:50:10",16),
    (1238,15,1,"2018-01-30 16:50:10",16),
    (1300,5,1,"2018-02-01 08:27:39",1),
    (1239,5,1,"2018-02-01 08:27:39",1),
    (1235,5,1,"2018-02-01 08:27:39",1),
    (1300,5,1,"2018-02-01 08:27:39",1),
    (1235,5,1,"2018-02-01 08:27:39",1),
    (1298,10,1,"2018-02-01 08:27:39",75),
    (1238,12,1,"2018-02-01 08:27:39",75),
    (1237,10,1,"2018-02-01 08:27:39",75),
    (1300,10,1,"2018-02-01 08:27:39",28),
    (1298,2,1,"2018-02-02 19:42:56",4),
    (1298,5,1,"2018-02-02 19:42:56",4),
    (1239,5,1,"2018-02-02 19:42:56",4),
    (1300,5,1,"2018-02-02 19:42:56",4),
    (1401,5,1,"2018-02-02 19:42:56",4),
    (1239,5,1,"2018-02-02 19:42:56",4),
    (1298,8,1,"2018-02-02 19:42:56",55),
    (1391,8,1,"2018-02-02 19:42:56",55),
    (1300,8,1,"2018-02-02 19:42:56",55),
    (1239,7,1,"2018-02-02 19:42:56",55),
    (123,10,1,"2018-02-02 19:42:56",5),
    (1239,10,1,"2018-02-02 19:42:56",5),
    (1239,10,1,"2018-02-02 19:42:56",5),
    (1391,12,1,"2018-02-02 19:42:56",73),
    (1298,12,1,"2018-02-02 19:42:56",73),
    (1300,5,1,"2018-02-03 13:56:43",10),
    (1238,7,1,"2018-02-03 13:56:43",10),
    (1298,8,1,"2018-02-03 13:56:43",10),
    (1298,8,1,"2018-02-03 13:56:43",10),
    (1239,8,1,"2018-02-03 13:56:43",10),
    (1697,14,1,"2018-02-03 13:56:43",10),
    (1238,10,1,"2018-02-03 13:56:43",43),
    (8765,10,1,"2018-02-03 13:56:43",43),
    (1400,10,1,"2018-02-03 13:56:43",68),
    (1300,8,1,"2018-02-03 13:56:43",31),
    (1238,8,1,"2018-02-03 13:56:43",31),
    (1298,8,1,"2018-02-03 13:56:43",31),
    (1300,12,1,"2018-02-03 13:56:43",71),
    (1237,8,1,"2018-02-03 13:56:43",71),
    (1237,12,1,"2018-02-03 13:56:43",60),
    (1400,12,1,"2018-02-03 13:56:43",60),
    (1238,12,1,"2018-02-03 13:56:43",60),
    (1238,10,1,"2018-02-03 13:56:43",60),
    (1237,5,1,"2018-02-05 18:02:30",19),
    (1238,8,1,"2018-02-05 18:02:30",19),
    (1298,8,1,"2018-02-05 18:02:30",19),
    (1300,8,1,"2018-02-05 18:02:30",19),
    (1400,8,1,"2018-02-05 18:02:30",19),
    (1400,3,1,"2018-02-05 18:02:30",48),
    (1200,1,1,"2018-02-05 18:02:30",48),
    (1239,5,1,"2018-02-05 18:02:30",48),
    (1298,5,1,"2018-02-05 18:02:30",48),
    (1239,5,1,"2018-02-05 18:02:30",48),
    (1300,12,1,"2018-02-05 18:02:30",29),
    (1298,12,1,"2018-02-05 18:02:30",29),
    (1300,12,1,"2018-02-05 18:02:30",29),
    (1239,8,1,"2018-02-05 18:02:30",74),
    (1239,5,1,"2018-02-05 18:02:30",35),
    (1298,5,1,"2018-02-05 18:02:30",35),
    (1298,15,1,"2018-02-05 18:02:30",24),
    (1391,15,1,"2018-02-05 18:02:30",24),
    (1298,2,1,"2018-02-06 21:16:23",4),
    (1391,3,1,"2018-02-06 21:16:23",4),
    (1298,3,1,"2018-02-06 21:16:23",4),
    (1401,3,1,"2018-02-06 21:16:23",4),
    (1238,4,1,"2018-02-06 21:16:23",4),
    (1300,5,1,"2018-02-06 21:16:23",4),
    (1298,3,1,"2018-02-06 21:16:23",36),
    (1235,3,1,"2018-02-06 21:16:23",36),
    (123,4,1,"2018-02-06 21:16:23",36),
    (1300,4,1,"2018-02-06 21:16:23",36),
    (1239,4,1,"2018-02-06 21:16:23",36),
    (1298,8,1,"2018-02-06 21:16:23",55),
    (1235,8,1,"2018-02-06 21:16:23",55),
    (1391,4,1,"2018-02-06 21:16:23",76),
    (1200,3,1,"2018-02-06 21:16:23",76),
    (1238,3,1,"2018-02-06 21:16:23",76),
    (1300,12,1,"2018-02-06 21:16:23",8),
    (1300,12,1,"2018-02-06 21:16:23",8),
    (1300,12,1,"2018-02-06 21:16:23",8),
    (1238,12,1,"2018-02-06 21:16:23",8),
    (1237,8,1,"2018-02-07 19:45:25",10),
    (1300,10,1,"2018-02-07 19:45:25",10),
    (1300,10,1,"2018-02-07 19:45:25",10),
    (1235,10,1,"2018-02-07 19:45:25",10),
    (1298,10,1,"2018-02-07 19:45:25",10),
    (1697,9,1,"2018-02-07 19:45:25",43),
    (1300,10,1,"2018-02-07 19:45:25",43),
    (1300,10,1,"2018-02-07 19:45:25",43),
    (1238,9,1,"2018-02-07 19:45:25",68),
    (1238,10,1,"2018-02-07 19:45:25",68),
    (1298,10,1,"2018-02-07 19:45:25",68),
    (1391,15,1,"2018-02-07 19:45:25",60),
    (1298,15,1,"2018-02-07 19:45:25",60),
    (1235,15,1,"2018-02-07 19:45:25",60),
    (1401,8,1,"2018-02-07 19:45:25",69),
    (1239,8,1,"2018-02-07 19:45:25",69),
    (1300,7,1,"2018-02-07 19:45:25",69),
    (1239,12,1,"2018-02-07 19:45:25",69),
    (1391,10,1,"2018-02-07 19:45:25",31),
    (1400,8,1,"2018-02-07 19:45:25",31),
    (1298,12,1,"2018-02-07 19:45:25",12),
    (1235,10,1,"2018-02-07 19:45:25",12),
    (1400,5,1,"2018-02-09 10:26:42",1),
    (1238,5,1,"2018-02-09 10:26:42",1),
    (1300,5,1,"2018-02-09 10:26:42",1),
    (1298,5,1,"2018-02-09 10:26:42",1),
    (1300,5,1,"2018-02-09 10:26:42",1),
    (1298,12,1,"2018-02-09 10:26:42",28),
    (1239,12,1,"2018-02-09 10:26:42",28),
    (1300,15,1,"2018-02-09 10:26:42",24),
    (1300,15,1,"2018-02-09 10:26:42",24),
    (1391,15,1,"2018-02-09 10:26:42",24),
    (1235,11,1,"2018-02-09 10:26:42",75),
    (1300,12,1,"2018-02-09 10:26:42",75),
    (1239,12,1,"2018-02-09 10:26:42",60),
    (1391,12,1,"2018-02-09 10:26:42",60),
    (1239,13,1,"2018-02-09 10:26:42",60),
    (1401,10,1,"2018-02-09 10:26:42",77),
    (1298,10,1,"2018-02-09 10:26:42",77),
    (1238,2,1,"2018-02-10 16:41:38",4),
    (1298,2,1,"2018-02-10 16:41:38",4),
    (1391,1,1,"2018-02-10 16:41:38",4),
    (1237,5,1,"2018-02-10 16:41:38",4),
    (1391,5,1,"2018-02-10 16:41:38",4),
    (1239,5,1,"2018-02-10 16:41:38",4),
    (1300,5,1,"2018-02-10 16:41:38",4),
    (1300,5,1,"2018-02-10 16:41:38",4),
    (1300,6,1,"2018-02-10 16:41:38",78),
    (1401,6,1,"2018-02-10 16:41:38",78),
    (1401,8,1,"2018-02-10 16:41:38",78),
    (1391,9,1,"2018-02-10 16:41:38",5),
    (1239,8,1,"2018-02-10 16:41:38",5),
    (1238,6,1,"2018-02-10 16:41:38",62),
    (1238,6,1,"2018-02-10 16:41:38",62),
    (1239,5,1,"2018-02-11 13:23:29",10),
    (1400,5,1,"2018-02-11 13:23:29",10),
    (1300,5,1,"2018-02-11 13:23:29",10),
    (1391,8,1,"2018-02-11 13:23:29",10),
    (1239,8,1,"2018-02-11 13:23:29",10),
    (1239,8,1,"2018-02-11 13:23:29",10),
    (1237,10,1,"2018-02-11 13:23:29",43),
    (1298,13,1,"2018-02-11 13:23:29",68),
    (1300,10,1,"2018-02-11 13:23:29",31),
    (1300,10,1,"2018-02-11 13:23:29",31),
    (1298,10,1,"2018-02-11 13:23:29",31),
    (1237,8,1,"2018-02-11 13:23:29",31),
    (1300,10,1,"2018-02-11 13:23:29",11),
    (1391,10,1,"2018-02-11 13:23:29",11),
    (1391,10,1,"2018-02-11 13:23:29",44),
    (1238,10,1,"2018-02-11 13:23:29",44),
    (1298,8,1,"2018-02-11 13:23:29",44),
    (1237,8,1,"2018-02-11 13:23:29",56),
    (1400,12,1,"2018-02-11 13:23:29",60),
    (1235,12,1,"2018-02-11 13:23:29",60),
    (1239,12,1,"2018-02-11 13:23:29",60),
    (1238,20,1,"2018-02-11 13:23:29",60),
    (1239,15,1,"2018-02-11 13:23:29",79),
    (1238,15,1,"2018-02-11 13:23:29",79),
    (1238,3,1,"2018-02-13 08:34:58",19),
    (1300,8,1,"2018-02-13 08:34:58",19),
    (1298,8,1,"2018-02-13 08:34:58",19),
    (1298,8,1,"2018-02-13 08:34:58",19),
    (1238,9,1,"2018-02-13 08:34:58",19),
    (1298,4,1,"2018-02-13 08:34:58",48),
    (1697,5,1,"2018-02-13 08:34:58",48),
    (1697,5,1,"2018-02-13 08:34:58",48),
    (1239,5,1,"2018-02-13 08:34:58",48),
    (1239,7,1,"2018-02-13 08:34:58",48),
    (1298,10,1,"2018-02-13 08:34:58",23),
    (1298,10,1,"2018-02-13 08:34:58",23),
    (1238,10,1,"2018-02-13 08:34:58",23),
    (1298,8,1,"2018-02-13 08:34:58",74),
    (1300,6,1,"2018-02-13 08:34:58",74),
    (1391,6,1,"2018-02-13 08:34:58",74),
    (1239,2,1,"2018-02-14 16:09:57",4),
    (1300,3,1,"2018-02-14 16:09:57",4),
    (1237,3,1,"2018-02-14 16:09:57",4),
    (1300,3,1,"2018-02-14 16:09:57",4),
    (1400,3,1,"2018-02-14 16:09:57",4),
    (1298,5,1,"2018-02-14 16:09:57",4),
    (1298,8,1,"2018-02-14 16:09:57",55),
    (1391,8,1,"2018-02-14 16:09:57",55),
    (1391,8,1,"2018-02-14 16:09:57",55),
    (1238,10,1,"2018-02-14 16:09:57",5),
    (1235,11,1,"2018-02-14 16:09:57",5),
    (1391,10,1,"2018-02-14 16:09:57",5),
    (1391,5,1,"2018-02-14 16:09:57",78),
    (1238,7,1,"2018-02-14 16:09:57",78),
    (1300,12,1,"2018-02-14 16:09:57",78),
    (8765,3,1,"2018-02-16 18:45:34",36),
    (1300,2,1,"2018-02-16 18:45:34",36),
    (1237,2,1,"2018-02-16 18:45:34",36),
    (1238,3,1,"2018-02-16 18:45:34",36),
    (1237,4,1,"2018-02-16 18:45:34",36),
    (1239,4,1,"2018-02-16 18:45:34",36),
    (1400,5,1,"2018-02-16 18:45:34",36),
    (1239,12,1,"2018-02-16 18:45:34",10),
    (1300,12,1,"2018-02-16 18:45:34",10),
    (1239,12,1,"2018-02-16 18:45:34",10),
    (1400,12,1,"2018-02-16 18:45:34",10),
    (1300,8,1,"2018-02-16 18:45:34",31),
    (1298,10,1,"2018-02-16 18:45:34",31),
    (1239,9,1,"2018-02-16 18:45:34",31),
    (1239,8,1,"2018-02-16 18:45:34",31),
    (1239,12,1,"2018-02-16 18:45:34",68),
    (1300,12,1,"2018-02-16 18:45:34",68),
    (1298,10,1,"2018-02-16 18:45:34",39),
    (1298,12,1,"2018-02-16 18:45:34",39),
    (1401,12,1,"2018-02-16 18:45:34",39),
    (1400,18,1,"2018-02-16 18:45:34",60),
    (1298,18,1,"2018-02-16 18:45:34",60),
    (1298,13,1,"2018-02-16 18:45:34",79),
    (1400,13,1,"2018-02-16 18:45:34",79),
    (1300,5,1,"2018-02-17 15:51:37",1),
    (1300,5,1,"2018-02-17 15:51:37",1),
    (1298,5,1,"2018-02-17 15:51:37",1),
    (1300,5,1,"2018-02-17 15:51:37",1),
    (1239,5,1,"2018-02-17 15:51:37",1),
    (1237,10,1,"2018-02-17 15:51:37",28),
    (1237,10,1,"2018-02-17 15:51:37",28),
    (1391,12,1,"2018-02-17 15:51:37",75),
    (1239,11,1,"2018-02-17 15:51:37",75),
    (1391,10,1,"2018-02-17 15:51:37",74),
    (1237,10,1,"2018-02-17 15:51:37",74),
    (1300,15,1,"2018-02-17 15:51:37",24),
    (123,15,1,"2018-02-17 15:51:37",24),
    (1300,15,1,"2018-02-17 15:51:37",24),
    (1239,2,1,"2018-02-18 16:47:10",4),
    (1200,2,1,"2018-02-18 16:47:10",4),
    (1239,5,1,"2018-02-18 16:47:10",4),
    (1239,5,1,"2018-02-18 16:47:10",4),
    (1298,5,1,"2018-02-18 16:47:10",4),
    (1298,5,1,"2018-02-18 16:47:10",4),
    (1300,5,1,"2018-02-18 16:47:10",4),
    (1391,8,1,"2018-02-18 16:47:10",55),
    (1239,8,1,"2018-02-18 16:47:10",55),
    (1239,8,1,"2018-02-18 16:47:10",55),
    (1298,8,1,"2018-02-18 16:47:10",5),
    (1237,10,1,"2018-02-18 16:47:10",5),
    (1239,11,1,"2018-02-18 16:47:10",5),
    (1391,10,1,"2018-02-18 16:47:10",5),
    (1298,15,1,"2018-02-18 16:47:10",73),
    (1300,10,1,"2018-02-18 16:47:10",73),
    (1300,12,1,"2018-02-18 16:47:10",78),
    (1235,8,1,"2018-02-18 16:47:10",78),
    (1298,4,1,"2018-02-20 18:28:50",10),
    (1401,5,1,"2018-02-20 18:28:50",10),
    (1300,3,1,"2018-02-20 18:28:50",10),
    (1235,3,1,"2018-02-20 18:28:50",10),
    (1237,3,1,"2018-02-20 18:28:50",10),
    (1300,8,1,"2018-02-20 18:28:50",10),
    (1298,8,1,"2018-02-20 18:28:50",10),
    (1238,13,1,"2018-02-20 18:28:50",10),
    (1391,12,1,"2018-02-20 18:28:50",43),
    (1400,12,1,"2018-02-20 18:28:50",43),
    (1391,13,1,"2018-02-20 18:28:50",68),
    (1300,14,1,"2018-02-20 18:28:50",68),
    (1300,10,1,"2018-02-20 18:28:50",31),
    (1300,10,1,"2018-02-20 18:28:50",31),
    (1401,8,1,"2018-02-20 18:28:50",31),
    (1239,12,1,"2018-02-20 18:28:50",11),
    (1237,8,1,"2018-02-20 18:28:50",11),
    (1298,11,1,"2018-02-20 18:28:50",11),
    (1239,3,1,"2018-02-20 18:28:50",36),
    (1300,3,1,"2018-02-20 18:28:50",36),
    (1391,5,1,"2018-02-20 18:28:50",36),
    (1298,15,1,"2018-02-20 18:28:50",80),
    (1391,12,1,"2018-02-20 18:28:50",80),
